PROVIDER-ID,PROVIDER-INFO,PROVIDER-CONTACT,PROVIDER-LOCATION
66831,ABIIGPSAH,948-377-5207,32.69344571379361 39.52729830848415
66833,DVFCDFGPM,565-512-1995,14.21873164015659 61.94027318041823
1297,EKUDYS,848-611-5844,-3.0258082826999413 104.28287654318606
1299,MBXNV,498-289-7555,36.99005668273787 177.1174104536463
66834,VQTXUXG,858-218-7889,8.571448803573801 20.001292808236492
99607,UFBYJTGL,769-491-1079,-27.42989140747774 72.53448397533161
1302,NRPRCPJDM,627-383-5015,-54.925077430820636 48.21577935301528
99609,JVSKJYSE,472-292-1245,16.200614941084936 61.149785255980255
99611,XSHWDJCW,914-339-2744,42.92951560329408 178.85723340486638
1309,MSCKTE,717-721-8961,51.83516084534 60.52061571308846
99615,EXPYLJKJA,544-337-8606,-78.13884824856964 143.01222680581503
66846,QGCFJ,332-408-6013,-70.28139818423422 171.89825795370874
34079,OEIJT,110-267-4228,58.43002706786251 33.264094939368675
66849,KWCQSEJ,929-355-6188,88.81700034758447 81.96419088530445
99617,JSRCVF,915-499-7617,-24.511229843915103 160.64482333320296
1313,YWAEJY,925-427-9263,15.0264920006302 9.327575529317887
34081,TFHQEWJDY,606-522-4460,-4.586152838807067 30.261613049200356
34083,RQMSG,818-583-1177,62.38331345074562 24.268299714291132
34086,VCTVLENY,108-689-3851,-72.27440360385994 155.60433955464413
34087,YYOKWM,353-447-3983,24.947619738800668 39.980324909900425
1319,QYEHCCS,438-686-3891,-69.88443239085335 21.388875038629546
34089,MCORYMWX,783-491-7342,57.63994977596906 58.74697816114501
99624,YJDYYP,452-171-6288,21.95950339051801 123.54598416408183
34090,SMECOJ,249-124-2540,-49.92791468988753 36.062636971130615
99629,QSJOP,263-220-9753,-87.88999657078332 95.62668923400963
1329,FFSLDM,547-371-5070,-88.66717696128055 94.70472294936816
1330,SSDHQBOUL,155-605-1333,18.135074314808165 13.462446600172077
66867,JLXAE,853-720-6869,60.76453282902949 73.1552338658858
1331,KSFXYYD,682-357-5996,-25.80297846812769 134.39200384392365
99634,IKOQGYY,375-362-9906,88.9976840432949 130.57297210612688
1333,YUYJCHO,285-404-8774,-74.54919822646212 99.74678361960771
34101,RVAFHABRX,512-228-2483,31.89830191463284 131.72551770691567
66871,UCYIUX,284-544-5990,89.18163702169866 108.57267938374446
99638,FYTEGVORW,670-472-3022,-40.37272990551658 3.9042911928955877
66872,TVCNORTO,615-188-1905,-2.1011013338005 136.758625436713
1341,FGREFYB,742-177-3067,35.7104834396596 84.86657461939953
99644,JTTPLQBU,815-629-5911,74.25650669267665 105.84088973022065
66881,SONLIFTK,690-129-6495,-4.124569853213131 164.2750950761475
1345,EERMYEYXQ,569-386-5831,15.979698191792664 107.75686220487475
66885,HYRXOCTXD,438-709-5332,36.42242642250699 89.93878814712788
99655,YDWLYBDLR,537-724-8768,31.943801545166522 26.733422151756557
34119,ANMORBHQ,992-545-5806,-6.9323685060175535 70.39763327284392
66888,FAUANGCWK,289-327-8122,-85.8272386393522 176.3121152364943
1353,AVJDURYQI,861-681-4633,81.5202195264036 180.03990770849097
1354,TQSKV,439-359-6299,-29.196507928471057 19.23718509387417
66890,HPPSFXBQB,931-716-6312,-74.46247041869277 88.99206197860747
99661,YDENOM,225-731-8343,57.996611470421016 27.56233039774375
99660,WWKYECA,889-263-9606,85.83966321289603 68.47931058832907
99663,PYCDAVGFJ,316-104-9064,9.365078034484895 51.868146866096446
66895,LYSEAAK,159-673-4085,-31.940991908409103 148.21936722431926
99662,MVKYY,522-215-1502,62.739201778030434 3.92467805340715
34129,FKHJA,818-256-5597,2.850292424839921 43.682269447950006
99667,EJLTLC,520-543-2019,77.9898221076956 147.48205311783767
99669,IDNVUAE,851-403-9145,56.393296717092284 27.72590428115632
1364,PMAIJTDJ,905-201-4315,-21.80884145706254 150.1271361061882
1365,CYQJMESUV,433-378-5325,55.782956406158235 76.1999921590249
66900,IHXMJRJ,931-373-6797,69.620455720574 130.305185357638
66904,QWNQFG,346-137-1369,-50.77934666688464 58.60038653611823
99675,YSAFITX,978-601-2892,-74.03623592474153 24.672979613862424
1370,AIGTHJY,843-671-4968,22.495503396559727 96.75121762401174
99677,PYMJX,891-696-5684,-12.374522838212044 136.92340186747603
66913,QPBDCRMC,664-297-7202,74.976173482842 146.79402827308098
66914,PUVULJ,914-160-6691,-67.77623083646147 8.101465872574435
34149,XMMKDB,956-191-7221,52.22109164258677 105.47113304026179
1381,PKQYSABY,344-728-3293,46.19498735803097 110.21779473991555
66916,AOSTUGVYU,885-636-8874,53.359247603334666 146.80469211264318
34153,MROLOY,626-654-6945,-66.0729694675601 177.65802610573962
1387,XEAYYLX,722-144-1472,-73.40634576514117 84.79343268144619
66926,LYUOY,918-431-6586,-0.0048611197982921794 160.48521382970674
1393,YTLDV,770-529-9198,-28.463823691502213 132.67579544234016
99696,CWUMVL,448-659-6733,-18.116954826039446 103.23718926476124
66931,SAAVUR,709-283-5516,57.595075623868354 95.64124993958083
99699,VANTPPAN,794-442-8457,-78.96174987057934 103.23195493661007
34162,YDTWVY,668-701-8304,-52.6944886416212 63.610733540190694
1396,YVTMR,126-186-5796,-14.76764032878063 68.7116016746704
1398,DDMRD,243-567-7735,-41.681434481012545 76.85280023250255
66935,JTYQWTOMX,976-120-6653,-20.024465160598012 148.3788724509488
34168,VYSYQ,504-641-8567,72.74562049360242 15.753655985012315
66936,JWWWIOMFO,438-206-6000,16.1689304040886 105.01031813436258
34170,CYJELQVE,375-143-1434,-77.30719444574153 180.01745438307907
66939,IXDUVBLQG,664-442-3739,-88.73041889053106 54.866225915654674
99706,EEGYCYB,854-170-1614,-18.885965675567036 24.937306857041065
99709,JTGUMPYLU,823-492-5950,66.98944916669751 144.5597592213045
66943,OGCEOJTUI,276-419-1455,-69.43861725471632 164.1480787264507
1408,UMQGTGLHG,222-249-6479,-27.046455061162654 82.89652208486689
1409,BDYCQ,868-254-5077,40.01809368158493 78.44878824772913
66944,JUUMGX,577-367-1428,6.801657492439361 126.95050906182972
99714,FTFGPPWR,632-460-7299,-24.23798095841242 39.86537638569233
66949,OEKTMF,657-493-9990,7.9340805463828445 62.30363091608268
66948,OVCWGJAPC,686-612-8880,65.12642460150931 115.1139562337005
1413,UMDKS,365-721-8849,-12.526318252278017 16.94333078568156
34182,DILRETY,441-184-3796,87.10017168374631 35.02006192652817
1415,TGQTAKUI,965-327-7498,-43.95488595519916 180.7864761840168
34183,XXHQS,940-259-7518,0.940771490272013 119.2512859083018
34184,XGOYWX,633-256-5251,-35.34354320758817 103.17759145713687
1418,LUSDB,194-265-8096,-13.638495770227962 170.92859169449213
34186,UBYWTH,132-644-3520,-37.690602205595916 81.99556431906247
1419,FLPNEW,620-646-6681,1.3977385641882165 77.29594024827506
34187,HJPJR,868-293-3238,-59.0387931138776 0.19546695859423813
34189,AKHSWCO,239-592-2133,1.7577692461693601 145.64828878794177
99727,FRHKYHAJQ,547-458-2241,82.11494256558152 148.71063732440473
1427,KDSJYHOQ,360-688-5225,-77.6800474198874 154.14486996910404
66965,TIANQGGYT,250-520-9969,49.624074563734126 70.64512536173578
66967,MMAPYFQE,519-703-9439,13.450625453588316 84.96759171309402
34198,AYWKDE,761-330-7310,-8.736669085637615 22.59773630011567
34199,FLHMOP,992-466-8338,-88.01382057766628 43.52368858644634
99737,ROJBXYG,739-195-3686,4.2398675078508745 160.77622824537875
66968,VQACFC,845-689-5894,-49.95205214629273 52.03726432593575
66971,YCYTYJ,299-223-3946,59.096942820910044 136.28395198839684
66970,BMCLS,551-527-5345,30.33992778729818 111.92612691176664
34203,WQEWPFX,422-421-3324,19.397045158347666 180.59100108877465
99738,MHDHYNJA,931-686-9999,-29.782893572158265 52.818292061511926
34204,WORFTGEFD,433-667-7452,-60.83784771385189 132.73814751974268
99741,NOUENOYVI,275-704-1701,-50.39392072411124 122.92683412501962
66973,IEYCUGF,729-114-6560,-77.70414020404378 46.26417578848485
1437,CEIYH,506-447-8941,-43.19016468399792 147.77226294734686
34206,DYYXGYHA,524-687-5572,-72.8845212630849 38.19591494008521
1439,YLCMU,611-654-9554,15.335076785926887 61.918301332840834
99745,AURQMAHIV,199-615-8007,-82.31822481140249 167.69505777614526
99747,PGULKDD,708-455-5514,-12.856903406523728 144.47005954313286
99748,CBUCP,248-719-2469,63.82976946606658 145.11709520101087
34213,MMYKPXTR,760-624-4531,-75.85583129058429 24.57273544007379
99751,NYYNKKJ,421-570-6794,-2.3238159267394423 89.3050221338042
1447,MKOJWD,513-730-2593,49.330626632859776 20.044580738692108
99750,MPFNCW,100-603-9634,-29.092590905083377 131.91407599368208
66984,IHAYRXMM,145-737-8804,7.675296117953238 159.57958237545068
66987,OCNERPEN,967-324-9702,-79.66362370436019 177.44373298935395
34219,BFHYSDVR,916-621-1712,34.8095273634012 95.66329123268835
1453,WXDTFU,914-520-9594,-82.9423744583377 163.43921733688083
99759,POPPHNO,155-639-6011,21.53911639516599 72.45956391024288
1455,EQYSN,974-500-7879,-83.97309570404583 71.01730023554894
99758,UMYNY,258-437-3022,-3.5434136300792574 30.446410674395885
34224,OUHKRL,116-165-3292,39.04488443751757 64.46960985992105
99763,WCOYO,804-407-7310,-23.73531557960635 38.505952733244996
34227,CWJRCONQN,235-201-6402,-27.06570897961594 146.2017555112121
1459,NYYGTIYI,419-184-8071,-17.06125656607186 91.50648769735423
66999,VXCADVAT,716-434-1635,-64.83458145123619 124.67754670761396
34231,ECYVYN,158-617-7731,-9.475627581444087 83.1538947301504
66998,IXGEJ,616-684-6410,-57.692849921090264 164.35505204823622
34232,UPHSYCL,657-543-5647,72.19230519733719 57.03516678154977
67003,AKSKCJTQ,743-353-7958,-10.541055168577486 79.8248802941563
1466,LMTIYUGSY,732-423-7609,-6.846497618996352 92.32855572433013
67002,HWVJSMUL,250-262-3757,34.25372930818669 177.49087187846087
34236,KBDQQYDT,759-511-4256,5.175415904594388 23.61289721861902
99776,UXRHDY,516-331-8108,38.11256038599859 99.16962730190944
34242,YTXUCHGBD,636-169-6416,-35.26573726759968 178.5728544276449
99778,KAMTBP,208-595-7611,53.17892733191488 122.92758390520599
34245,OXPNMMU,105-675-7861,38.28827667065647 13.167404253709979
67012,JVMDYUD,610-431-5201,84.76388477310573 52.32306732246875
67014,NXVXD,640-453-8189,6.763424953643238 31.005600663510297
99785,YUHGCD,848-329-5473,-69.80718279722589 13.975564860122072
67016,DJXYSOE,164-459-4556,-27.89425874796256 26.25667032994142
99784,KKWNUYGV,980-169-1360,33.660446700197966 71.04562975968209
99789,MWFMDK,623-672-4807,-66.32660996933714 4.410777685408171
99788,QVBOKVFCD,999-612-4469,-7.92731238971507 144.77620911892285
67020,HLTNEL,148-518-2886,56.316711992050216 61.60223167499041
99791,RYMMXOU,961-678-3982,-20.117597231455107 36.719821134792184
67022,GENRYSXJN,890-334-3865,-61.77391551522476 51.00878360739882
67024,NPQDVJK,221-334-7336,-5.389379095438841 48.6558677163171
67027,JCRBBFEKQ,556-281-3107,-85.98507519063403 29.04855029274392
34259,BYYUDAYRI,984-717-4457,-73.91448248563457 13.488529218569484
99794,YOMYHOP,105-380-3966,-55.950703460595456 64.71040718081441
99796,JJWDTQSU,781-716-8384,-24.57128852938537 62.60805736781099
34262,UGVSL,537-609-1876,-0.2643303804706818 71.3742652509896
99799,KWYKAKFCE,493-542-5799,12.471558512456909 72.29692511384299
34263,RYQLW,167-531-6216,10.334871037219244 3.9042706718284492
67030,YYLUUYNXC,902-132-8392,53.59385874420772 164.76714882193096
99800,FLEXVRPD,857-195-2761,14.882917734259863 45.631087373746745
34267,NAGQOIH,967-726-5423,38.94305330745007 168.3262821820799
99805,DVAGAJPIE,721-729-8492,35.968427833028656 14.07862430704312
34269,DEMLKPW,898-123-6101,-31.385760247530754 27.986887487534148
1501,IHRHS,578-139-9032,-28.558550172393808 36.93611830377631
1502,NHDHNDQI,301-712-2048,-0.3505418977142227 55.55800441084093
1503,YYRRUPJ,803-738-8963,-48.38997637496139 92.82816435681053
99809,SEJBPJR,143-248-3134,-79.35054654186179 114.88696779675249
34273,VBTTCVSH,371-453-6878,47.11847354499898 21.89339715196827
1505,WXTAHT,224-501-5046,-43.61820579799457 172.45607118569004
99813,FNMEVESE,544-625-3866,4.495363961944264 152.04670942689185
99817,IEOTFIYY,226-643-7115,-24.983605408777166 64.98096435169876
34282,UKYYQ,982-605-4894,-54.690720158048585 102.07041659104789
1517,KRTTARETY,185-290-7922,-24.477242359866736 134.00628681079647
67055,SNMYF,194-430-9546,61.977024496556055 110.356545929344
67059,IMMKG,146-485-6205,45.32285059549437 81.74894245711243
1524,XVIBWOIN,851-572-9770,-33.46853106633839 58.20544532417602
34296,YSFYYH,930-553-2694,-6.4906676368040195 17.60053769614273
34297,UYRGFH,544-653-8855,-17.924675365575567 56.075133007843355
99835,PSXNFMKDK,102-246-7813,-19.189095003850056 31.76793106567129
1531,NALJLD,302-623-9589,70.22226931971801 98.07135967778788
99837,JKGYXKNPX,866-527-6036,64.01495960008572 82.5043525052754
1535,BNODGCJ,135-183-1073,67.55823308340908 23.270043967536125
34303,XRVYUSM,615-247-9974,52.742120587737475 63.26365490867567
99840,AVBAQXHF,828-178-6947,-51.95650979495162 10.171857660232734
34308,JKVUI,326-300-4304,37.308273563485685 37.89609090002511
1540,HMOQYYKVF,150-450-6199,-58.6800151363542 54.70287359272168
34312,VTTYHSH,770-476-8610,7.906584400121858 80.69672637004793
34316,PRGDJ,398-269-2912,-82.91135168747039 134.69577576677446
34319,AKUTKQQBF,157-563-5594,-60.504550632711215 105.71595233739109
1551,KQXJB,174-378-5135,18.077836483284642 3.7128953521577355
99856,PSAAAM,389-280-1266,-29.41218383875733 163.24659543183276
34321,SVCURKKQ,498-225-1807,-47.36325936791066 6.405272639554242
99858,COEBAB,492-503-2046,11.603182747114573 15.813210119766802
34323,LAKSF,579-428-4282,18.656543092041275 20.341274742933663
34328,NIKYVYXS,127-728-6646,3.5655911976747063 78.30655939077205
99865,AWCSBH,832-315-5598,17.347307940458293 162.38375764402016
34329,AOCWSD,690-166-3625,-43.290653880700575 80.12982574271457
1562,GBWSUV,933-300-4828,59.38006927690577 178.24658366460335
67098,QDVYXCJ,337-299-8221,70.98865926341617 68.35311314292395
34332,DBYNRDBJL,508-160-7789,2.0411864658746026 163.819211146132
1564,VSMUXOIX,789-467-6301,65.57832573135934 30.90881233047827
34334,KOEAHK,674-452-8833,-60.659921796046916 97.21243421151961
67103,KPRJM,419-172-5216,19.199495196885948 66.80287026248041
1567,LBPUMO,239-210-8734,-8.538411513766079 44.24879747728311
67105,BYDDLSYV,713-319-2819,58.50812085028778 41.165584465302416
99875,WQMFRJL,491-413-3907,76.56070672493453 4.297980820726574
1570,RXKUCFX,961-488-9612,-39.15703015374633 154.72042602494355
1571,QVQTGFRJ,167-283-7178,-15.340003108933175 133.94048075333652
34339,VNDVCNT,725-313-5841,33.346170633590376 64.91060790998856
99874,KLSNJVOOA,798-402-1781,-12.67080861907948 15.932110511907773
1572,YECIFLURY,383-317-2352,44.84110817985129 47.49035079560738
34344,NGIGPP,531-187-4297,54.90137559466385 47.33745148441597
67112,AUWYP,309-278-9232,-9.118998233585387 14.861590575421785
34345,RBAFQ,294-360-1102,22.211848876008403 79.50204183708881
99885,PQUNBTF,407-627-7877,88.06588370676855 151.81665121962791
1581,NKOCSIEBX,426-174-3368,-11.766704542088291 18.741134826828187
67121,KQGYQIGM,207-519-2962,65.06668543511279 82.6335403694945
1586,DUMMFM,684-470-8340,-9.475060457621254 162.23718329335978
1587,KGAAYEGGJ,195-645-5877,-48.20790929124196 81.66298607914999
67122,WTKYL,642-603-2131,19.11345737783479 33.65856548832045
67126,MWFUTYY,227-251-5223,10.7871576124991 8.644911050834041
1593,XBUYYEAHK,602-435-7425,-65.72001385397651 139.43899204464253
67131,BSXYUVA,854-413-1376,-37.73763657004495 159.99685962659123
1594,OSWVP,537-707-5109,-17.259853876793585 31.489923063486273
99898,VUCDJC,297-371-7771,-13.882580455204518 136.2282089231891
67135,EGMKJYTUO,958-182-3092,31.87302126366994 146.35762032367882
34367,OAHGMGIN,926-132-2255,-4.053655382559626 75.4511453387504
34368,EHUKEWYBX,612-323-1565,40.980184231304435 156.481989885087
1602,XTDAFH,861-546-5213,5.288657581421646 70.68324238578415
34370,HNWVHF,798-254-1744,-84.96265767699981 31.266107891480544
1603,NLWSYVEH,405-687-3232,58.325995691511025 130.26617234072654
34371,BCTWYV,995-345-4323,30.038853464976356 79.12330763688568
1604,IUYXXCVH,227-130-7882,8.814341042831416 40.26135885583995
1605,LRYXWIKT,596-530-8712,80.82927585634667 31.532990187278457
99911,UPYGXYRAI,693-692-7816,-18.710802068807922 63.12567215355779
1607,CLUPAJV,502-507-4804,-46.73360774681402 75.40685819585016
99910,OALYMOF,940-472-9515,8.484230731698489 146.31893064331953
1608,WDKXCYAO,953-370-7285,-19.333500956804016 133.74396052480782
34376,AREEQDHWY,126-363-9268,72.46353041800216 68.74987600243433
67145,EDDYR,847-337-3741,24.745527174321765 80.63598426434307
99912,UGLAXLHF,763-310-3542,-8.816507013281552 156.12837360911857
99914,YEORE,358-120-8472,83.68844032000851 149.17351125872605
34379,UMJRLM,822-467-5757,70.07235928940017 174.35902662551783
99917,KQJQQSF,672-572-4870,-18.445381414218716 38.69939009426144
34380,PBCOKEIGS,630-572-4231,34.74377231957921 3.084977717976155
1612,CBVSYDDST,289-486-5789,52.95830038991039 47.157236779318346
1614,GLQFC,382-133-5573,-43.85475323656152 151.3705907745565
1615,ELUDGHHN,704-205-2470,-38.1490608559088 25.990960789180097
99918,GYHOOP,790-337-4348,48.283400003150945 118.29782387743874
67155,MFNHVYETN,797-398-7708,60.27620327376934 134.16561672343488
34387,AWEYK,454-346-3683,72.16465940221545 13.943464666984136
99922,CYRQMDO,511-294-1746,42.168588451437444 122.40021486391493
1620,FPWTD,806-378-6219,42.743673913307816 38.8030971909207
99925,VSYAH,653-247-3386,2.6230389635374394 168.63007149277752
1623,CHTSLQV,620-200-7997,17.481090611504257 115.23244374658766
34391,BFCSBDR,919-696-2189,-83.42434977105476 47.049140684555944
99931,KQUICVKC,913-570-9578,72.57827775947075 117.88802651387614
99930,PHVYD,452-419-1520,-64.49548054363171 166.82205317672074
67164,KXCOVR,521-499-7730,19.078559312934217 78.46623687543487
99935,QFCNCT,535-507-4590,64.58499680806258 69.70122742272113
99934,HAODTBX,914-589-7883,-60.19710227520355 167.26379954922297
34403,PNYUU,762-384-2193,15.71493825697138 89.33593565112837
67172,ELQJJ,620-544-2623,-0.4774420191049984 8.212300359811964
99940,QLHQLJW,703-367-7890,7.963434996467399 48.018455981186605
1638,OPTYXQJM,907-447-8381,63.862000812359696 128.07565774848732
34409,PQKFD,318-108-1216,-79.70975452009706 167.97653842377
34410,LNWMS,485-341-1385,-58.82754351714297 51.44181104096085
99947,TDRRCLFIR,287-675-3813,-19.166446392465915 2.092005233885993
34411,IMGFE,492-545-4171,79.01986393502196 129.98851620914385
99948,XCNSOE,380-446-2939,-74.33011316595247 58.10200619259137
1647,YSTUR,232-286-3971,-59.009588010158176 34.25799047127626
67185,MMLYUPK,469-600-2033,74.71296266411443 71.92252399640452
99953,TOBJGELT,473-256-3779,-88.76713205812909 57.83636273115869
67184,DGBVE,334-218-8880,84.33700108977379 114.72289082443812
34417,BNVTLC,353-137-5251,24.52878195585056 40.401143909070576
67186,UKUEADE,682-133-5508,15.38532637087637 101.7756930531941
67190,QGJMIR,505-615-8299,-13.289915066054675 57.5737232353412
67193,WTLGDD,172-238-9846,-45.54352848955304 171.90812400661005
67197,TGWQJERS,330-557-9038,13.928140329522478 127.89361401557053
1661,TMKQXNDY,390-146-8192,58.747789512764626 45.58884809288471
1663,RPYONN,564-300-4843,-15.380839074866003 19.517443660846478
99968,VGFAHNS,486-425-4848,-64.71963753330813 119.29876368983265
34433,UOIEXFG,440-297-6812,-28.992155899706717 140.43798466759714
1667,BMYFVE,888-552-5616,-81.97064823944844 79.85450250510047
34435,TGHDUPISW,178-513-6457,-64.35539014295627 104.11714432074413
34436,HMEGDRAE,967-717-1016,57.34030279428896 98.7802389860106
1669,QHOTKW,159-727-1020,-28.218772583111374 72.43182242567342
99974,EEATTXS,670-389-1800,-79.97538981678422 79.65651257049933
67209,KVCTNKOA,645-597-4368,-88.64455584391449 76.74253345090611
34442,JVDLXL,552-167-4013,85.6963053088889 180.61385661794694
67211,ODYMW,823-510-9126,4.977474219164549 43.71217914093918
1675,YSJTCPOB,157-195-8214,-54.76245283337023 149.78466331246545
99981,XKWALSRQG,932-668-6311,24.58924570457752 150.22594806812495
34445,SBKOBHIBP,182-444-3873,-47.23840652168595 147.5784216971259
67212,RGSBYYXD,676-679-8173,-72.59784373206088 71.3931958342658
99982,MPEOB,878-293-7342,78.07978268973869 147.1034647416015
34448,MYHBKYVOA,797-514-6016,-27.690309929804798 106.14832910104128
67217,XQFUANSEL,638-699-2370,-55.52706050026176 60.92266984754428
34449,QYFWYO,806-631-7916,-2.7815273202786557 52.41005155927642
1682,LRNTLK,286-542-7348,60.51787780452139 157.6009596868864
67218,VSNWNH,880-286-9149,-68.35545979051365 27.106984075686658
99988,CWYSYV,441-573-9187,-72.17395162847384 155.17936749735392
67220,EBWQEY,928-661-2551,17.48126550706202 53.63258254855887
99991,UVCULUO,816-301-5025,-63.18582025566536 135.79328035099698
34455,NIPTDWINF,238-544-6519,-40.93884379634171 44.453348364884945
99990,FJXLYP,442-273-5176,30.045534012230917 102.1418056759576
67225,MXFIFQ,461-399-9502,54.50579487778427 146.66177894378896
34456,JTTDGRMY,177-259-4970,-21.74418156763126 36.410775011986026
1692,UIGXOYIAQ,178-308-3687,-25.11343983220813 171.23906996366202
67229,IJXOYEGV,723-681-8722,-24.09099012046434 82.55348345334163
34460,YSNEQUOF,784-320-5570,-51.09668008583835 155.67252621425965
99996,WGUKW,345-599-2509,13.016262552955041 3.5414730255819125
1694,HLFSFQ,321-577-8291,-73.37094430773857 68.35870836465735
34464,PBQYU,113-418-3540,-54.00519357223936 176.31179131825795
67240,KUHAUVQF,831-269-4713,-49.63445418705831 93.91581070152891
1706,GSYBEY,438-495-5161,-39.45589705467824 46.65766774509409
67243,ALULM,420-573-2893,-49.19153341993839 85.12727674827535
34475,WYLDPSCW,371-401-9494,71.87289314748003 57.2364380383911
1708,XCKBLS,459-289-7742,-34.47009895457789 118.74369031548318
100012,UNRSKB,105-651-2024,-23.87652447179515 126.20137067908438
1709,EGHQAPD,727-137-9849,36.25200907292668 73.78096256388856
34479,LGLFWL,892-351-3425,73.50849460043352 118.70342725345691
1715,WYAGV,593-165-4542,21.507757652126017 147.2703293842789
1716,APGTYORXY,822-723-8729,-76.4992529874084 168.654490674318
100022,MXVULO,161-530-7745,4.062834010286039 124.6392759451566
67257,HXTLEM,500-542-3349,46.39792559962845 133.69532060159315
67256,RPKDG,511-121-3767,67.9075599398389 44.03233530137006
34489,LOWMBUHM,972-454-3442,-70.2780825837883 119.26945233605637
100024,YDDSUQ,141-274-6711,-59.2817293548421 173.91693001900595
1721,DKCPVDYWF,830-247-6613,12.206233392339144 105.06867049762916
67259,ROBSVWS,737-315-1042,0.4349273561250442 70.26172968596141
34491,APJDTOKL,421-732-2920,20.57534510583747 4.886035999786385
34492,TXHCKHQ,618-609-3821,-0.9952089701913849 6.42369850566925
67261,DTRJQURY,113-552-9322,54.92611670514029 43.08926091907303
1725,MLJXEB,189-645-4708,-70.59823437460425 62.63480113998101
100028,UYVSYNT,703-378-6337,-42.715734087775914 24.510281579181253
34494,FHVGBKYQA,914-356-4781,-25.25325577350432 134.64058568609627
34495,SNBRNUS,109-736-2164,13.827683886134679 158.53606224383998
1727,ELPUNWQK,154-672-5242,37.72636426556683 17.61012781559394
67262,AXREAUH,456-197-9258,78.3436675414332 6.581186010739308
100035,KIFPOOHTG,631-151-8958,17.53590218155864 98.9105312086987
67269,SDHCYGQA,631-726-6807,-78.28143009994996 108.92461806031069
67268,RVYWABHR,980-174-8601,-38.743376197660595 96.71905059022738
1733,OGDESY,388-634-7952,13.646032632579107 151.10094896381526
1734,VQTYMACY,713-510-9326,77.91877616498479 9.731978068965205
67270,NMATBGQF,977-603-1265,69.2839568801495 143.65066345789103
100040,QVDOVYEWY,669-568-4232,22.498292355619753 104.42190798856643
100042,YRACEU,143-168-9584,-33.7094842685942 133.05464892321496
34509,YGKSLLI,531-214-8703,82.74886833222698 157.3935518564562
67278,HYYRKAP,554-444-5829,-16.47398065881444 161.104715644099
34512,HTEHBG,745-397-7862,-2.91960867389966 164.3932313866296
100049,KTLREEF,990-109-3112,71.72004460429744 23.795022051208225
100048,JUNBV,310-667-3681,-20.339273042790396 75.43816476860835
1746,YQBIU,945-412-3716,-2.4276841680952543 157.05853484087123
1748,CGXQSUXRQ,439-206-3915,6.539746267504782 21.349299293464618
100052,MLPQY,734-561-4778,86.08088553958439 16.318184130922308
1750,IVXMMRTSC,855-628-3973,-77.12701257548403 118.69478304597233
100055,PSYAJFC,815-732-3920,84.3726899365418 158.87405740494077
100057,GPANCOF,985-305-1768,31.256739290429763 51.78124789701816
67288,YCQYOXOP,778-136-1933,71.9492480197172 148.60607183671317
100056,NRUQD,900-674-1900,12.777325517562346 154.8661888595309
34522,RBALTSIW,390-574-9330,84.05416868993277 138.33575980995803
67293,GEEEAHB,172-322-8446,12.624251676934861 53.20700046565611
100063,DVMGKKU,731-454-1871,79.81938075509072 178.4613586745064
67296,OTIOS,721-671-4638,-47.97960144510041 149.91097665327518
100066,PVDGXG,210-478-4286,69.95342266424043 79.1571107259648
1763,LVQTDQBKK,103-522-4877,24.781846972614517 71.80541102948646
34532,NHNAS,278-341-6219,-54.00222103459211 170.51068252268328
100068,HVTAI,681-732-2857,-68.96418715848009 51.70808395591935
100071,FRPHS,354-419-2025,5.596320294240442 58.461965995151125
67305,AUYYRFKB,289-673-3973,41.49727246826481 152.54577839710885
100075,TAJSM,911-165-7725,10.797942762370297 48.30186864308484
100074,GPRTOF,289-402-7845,-61.76688927455034 41.74214656147008
34539,PMVEGLA,383-462-5743,62.14406922574105 65.79162442448465
34540,FGSCNFVR,106-542-1512,-44.972774500862386 104.17607873251501
100077,EUAYYRNX,439-614-8408,-13.819689434750074 29.671043080578066
34542,YGEFWTXYR,956-597-4232,-15.699142468286993 97.79792010466178
100079,LASQNA,571-353-5226,-65.92446475804604 52.43840863402745
34543,AURYJD,568-428-5963,6.039474610890508 54.68318198072652
34544,XCBOJHM,546-581-2953,-55.768177762765184 107.80534054908337
34545,FYTYQUGYU,606-282-5441,-25.669187775937814 27.90211591884322
100082,JCSOYYAJF,580-649-7426,61.12519514140172 25.15645786476265
67314,JDYXEYD,904-307-7071,18.928361584975505 84.08834237902514
67316,JHBLXP,834-499-6332,22.12968867467599 43.677011369316325
100084,THIBSCWX,897-353-4142,-2.2797446762166658 95.00085948844907
1782,OMKRQDKGO,167-449-1036,-73.25364946683348 43.550584847750756
100087,FXOTOF,228-110-1257,45.105710990485505 162.69121620536586
34551,PBOBD,802-189-9146,9.483872433665525 113.77471921222393
100086,ILCPVED,254-738-1862,41.059459284529 44.11110994375629
1784,HTIDKVS,609-653-4987,51.61903060340927 25.693952414746818
34553,MHNQCUQXW,517-201-4811,-5.900868550006209 39.12574150314684
34555,KGEDY,485-447-9901,29.202841291967786 6.307776225499373
100090,WUXLQ,400-314-7004,-15.538599524966955 180.9342691383856
100092,YIAQW,394-296-3420,46.97220137907769 35.77534508445856
100095,RJBFOWTWW,260-710-2933,40.539847216478336 34.841088431607695
34558,HPBPCQU,758-248-4159,-51.72291010915197 1.3091544965835744
1793,YFITIAK,534-666-3573,63.04065076923038 51.17034707690418
